,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_act,param_batch_size,param_beta_1,param_beta_2,param_decay,param_dropout,param_epochs,param_l1,param_l2,param_lr,param_nl1,param_nl2,param_nl3,param_nn1,param_nn2,param_nn3,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,5.535401201248169,0.2794254335040657,0.5202040195465087,0.1552645506993335,relu,200,0.9,0.9,0.01,0.1,5,0,0,0.1,1,0,0,9,7,0,"{'act': 'relu', 'batch_size': 200, 'beta_1': 0.9, 'beta_2': 0.9, 'decay': 0.01, 'dropout': 0.1, 'epochs': 5, 'l1': 0, 'l2': 0, 'lr': 0.1, 'nl1': 1, 'nl2': 0, 'nl3': 0, 'nn1': 9, 'nn2': 7, 'nn3': 0}",0.16850141697121696,0.013350785340314137,0.14500011470148752,0.17823547603269274,0.04004252303330971,0.10903540551539555,0.06860589610828899,8
1,5.42100248336792,0.34522976392680627,0.5077966213226318,0.10533636399676281,relu,200,0.9,0.9,0.01,0.1,5,0,0,0.01,1,0,0,9,7,0,"{'act': 'relu', 'batch_size': 200, 'beta_1': 0.9, 'beta_2': 0.9, 'decay': 0.01, 'dropout': 0.1, 'epochs': 5, 'l1': 0, 'l2': 0, 'lr': 0.01, 'nl1': 1, 'nl2': 0, 'nl3': 0, 'nn1': 9, 'nn2': 7, 'nn3': 0}",0.2188523525777281,0.21190813551322246,0.17739261492087416,0.0777511961722488,0.028381374722838137,0.14287263799915842,0.07625556945335488,3
2,5.502604722976685,0.2790461814657774,0.4167973518371582,0.14605040490507004,relu,200,0.9,0.9,0.01,0.1,5,0,0,0.001,1,0,0,9,7,0,"{'act': 'relu', 'batch_size': 200, 'beta_1': 0.9, 'beta_2': 0.9, 'decay': 0.01, 'dropout': 0.1, 'epochs': 5, 'l1': 0, 'l2': 0, 'lr': 0.001, 'nl1': 1, 'nl2': 0, 'nl3': 0, 'nn1': 9, 'nn2': 7, 'nn3': 0}",0.1269100526428003,0.1640022848693287,0.17739261492087416,0.0777511961722488,0.018155197657393853,0.11285509252874736,0.058609344810725716,6
3,5.554998254776001,0.18176182630969054,0.5008002758026123,0.14633740803100953,relu,200,0.9,0.9,0.01,0.5,5,0,0,0.1,1,0,0,9,7,0,"{'act': 'relu', 'batch_size': 200, 'beta_1': 0.9, 'beta_2': 0.9, 'decay': 0.01, 'dropout': 0.5, 'epochs': 5, 'l1': 0, 'l2': 0, 'lr': 0.1, 'nl1': 1, 'nl2': 0, 'nl3': 0, 'nn1': 9, 'nn2': 7, 'nn3': 0}",0.012590163934426229,0.013350785340314137,0.17739261492087416,0.0777511961722488,0.0,0.056224565420278184,0.06640671835859054,13
4,5.483197927474976,0.3709904912184221,0.5544028282165527,0.14939005618581092,relu,200,0.9,0.9,0.01,0.5,5,0,0,0.01,1,0,0,9,7,0,"{'act': 'relu', 'batch_size': 200, 'beta_1': 0.9, 'beta_2': 0.9, 'decay': 0.01, 'dropout': 0.5, 'epochs': 5, 'l1': 0, 'l2': 0, 'lr': 0.01, 'nl1': 1, 'nl2': 0, 'nl3': 0, 'nn1': 9, 'nn2': 7, 'nn3': 0}",0.012590163934426229,0.013350785340314137,0.17739261492087416,0.0777511961722488,0.0,0.056224565420278184,0.06640671835859054,13
5,5.551599788665771,0.3969550559873869,0.5286028385162354,0.13744456744071584,relu,200,0.9,0.9,0.01,0.5,5,0,0,0.001,1,0,0,9,7,0,"{'act': 'relu', 'batch_size': 200, 'beta_1': 0.9, 'beta_2': 0.9, 'decay': 0.01, 'dropout': 0.5, 'epochs': 5, 'l1': 0, 'l2': 0, 'lr': 0.001, 'nl1': 1, 'nl2': 0, 'nl3': 0, 'nn1': 9, 'nn2': 7, 'nn3': 0}",0.012590163934426229,0.013350785340314137,0.17739261492087416,0.0777511961722488,0.0,0.056224565420278184,0.06640671835859054,13
6,5.8219921588897705,0.13188362033862475,0.5318044662475586,0.12322463925729543,relu,200,0.9,0.9,0.0001,0.1,5,0,0,0.1,1,0,0,9,7,0,"{'act': 'relu', 'batch_size': 200, 'beta_1': 0.9, 'beta_2': 0.9, 'decay': 0.0001, 'dropout': 0.1, 'epochs': 5, 'l1': 0, 'l2': 0, 'lr': 0.1, 'nl1': 1, 'nl2': 0, 'nl3': 0, 'nn1': 9, 'nn2': 7, 'nn3': 0}",0.24423085530718827,0.013350785340314137,0.16548889023122348,0.10205196729824648,0.03302752293577982,0.11164064919563911,0.08533862683347158,7
7,5.481198692321778,0.4666486254920181,0.6766012191772461,0.09824263050269612,relu,200,0.9,0.9,0.0001,0.1,5,0,0,0.01,1,0,0,9,7,0,"{'act': 'relu', 'batch_size': 200, 'beta_1': 0.9, 'beta_2': 0.9, 'decay': 0.0001, 'dropout': 0.1, 'epochs': 5, 'l1': 0, 'l2': 0, 'lr': 0.01, 'nl1': 1, 'nl2': 0, 'nl3': 0, 'nn1': 9, 'nn2': 7, 'nn3': 0}",0.2404187506136839,0.23421684668112303,0.2025122203244754,0.0777511961722488,0.0,0.15100024964383688,0.09563619371004206,1
8,5.494999647140503,0.3886387912960764,0.6160006523132324,0.1354114649509038,relu,200,0.9,0.9,0.0001,0.1,5,0,0,0.001,1,0,0,9,7,0,"{'act': 'relu', 'batch_size': 200, 'beta_1': 0.9, 'beta_2': 0.9, 'decay': 0.0001, 'dropout': 0.1, 'epochs': 5, 'l1': 0, 'l2': 0, 'lr': 0.001, 'nl1': 1, 'nl2': 0, 'nl3': 0, 'nn1': 9, 'nn2': 7, 'nn3': 0}",0.012590163934426229,0.143789315671334,0.07106464046817242,0.13334652586479012,0.025929861849096708,0.0773510644827682,0.05371653330700313,9
9,5.662801074981689,0.2301242820284839,0.6094017505645752,0.09849646402955549,relu,200,0.9,0.9,0.0001,0.5,5,0,0,0.1,1,0,0,9,7,0,"{'act': 'relu', 'batch_size': 200, 'beta_1': 0.9, 'beta_2': 0.9, 'decay': 0.0001, 'dropout': 0.5, 'epochs': 5, 'l1': 0, 'l2': 0, 'lr': 0.1, 'nl1': 1, 'nl2': 0, 'nl3': 0, 'nn1': 9, 'nn2': 7, 'nn3': 0}",0.012590163934426229,0.013350785340314137,0.17739261492087416,0.0777511961722488,0.0,0.056224565420278184,0.06640671835859054,13
10,5.774201107025147,0.31330870514748715,0.7883988857269287,0.11393345256480115,relu,200,0.9,0.9,0.0001,0.5,5,0,0,0.01,1,0,0,9,7,0,"{'act': 'relu', 'batch_size': 200, 'beta_1': 0.9, 'beta_2': 0.9, 'decay': 0.0001, 'dropout': 0.5, 'epochs': 5, 'l1': 0, 'l2': 0, 'lr': 0.01, 'nl1': 1, 'nl2': 0, 'nl3': 0, 'nn1': 9, 'nn2': 7, 'nn3': 0}",0.012590163934426229,0.013350785340314137,0.17739261492087416,0.0777511961722488,0.0,0.056224565420278184,0.06640671835859054,13
11,5.783201408386231,0.21194158978423022,0.7733993053436279,0.157546301521929,relu,200,0.9,0.9,0.0001,0.5,5,0,0,0.001,1,0,0,9,7,0,"{'act': 'relu', 'batch_size': 200, 'beta_1': 0.9, 'beta_2': 0.9, 'decay': 0.0001, 'dropout': 0.5, 'epochs': 5, 'l1': 0, 'l2': 0, 'lr': 0.001, 'nl1': 1, 'nl2': 0, 'nl3': 0, 'nn1': 9, 'nn2': 7, 'nn3': 0}",0.012590163934426229,0.013350785340314137,0.17739261492087416,0.0777511961722488,0.0,0.056224565420278184,0.06640671835859054,13
