,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_act,param_batch_size,param_beta_1,param_beta_2,param_decay,param_dropout,param_epochs,param_l1,param_l2,param_lr,param_nl1,param_nl2,param_nl3,param_nn1,param_nn2,param_nn3,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0,10.21833316485087,0.10089343189311828,1.1336673895517986,0.05901599226244498,relu,50,0.9,0.9,1e-06,0.1,20,0,0,0.01,1,1,0,9,7,0,"{'act': 'relu', 'batch_size': 50, 'beta_1': 0.9, 'beta_2': 0.9, 'decay': 1e-06, 'dropout': 0.1, 'epochs': 20, 'l1': 0, 'l2': 0, 'lr': 0.01, 'nl1': 1, 'nl2': 1, 'nl3': 0, 'nn1': 9, 'nn2': 7, 'nn3': 0}",0.001893939393939394,0.5125051101889851,0.00235738167380629,0.17225214375224362,0.24059525427771633,14
1,13.891332785288492,0.15901154194187647,0.28133408228556317,0.047168573258182696,relu,50,0.9,0.9,1e-06,0.1,40,0,0,0.01,1,1,0,9,7,0,"{'act': 'relu', 'batch_size': 50, 'beta_1': 0.9, 'beta_2': 0.9, 'decay': 1e-06, 'dropout': 0.1, 'epochs': 40, 'l1': 0, 'l2': 0, 'lr': 0.01, 'nl1': 1, 'nl2': 1, 'nl3': 0, 'nn1': 9, 'nn2': 7, 'nn3': 0}",0.001893939393939394,0.5174271711489156,0.00235738167380629,0.17389283073888706,0.2429155353552639,13
2,10.241667032241821,0.3027815048177798,0.9520020484924316,0.1078607106286872,relu,50,0.9,0.9,1e-06,0.03,20,0,0,0.01,1,1,0,9,7,0,"{'act': 'relu', 'batch_size': 50, 'beta_1': 0.9, 'beta_2': 0.9, 'decay': 1e-06, 'dropout': 0.03, 'epochs': 20, 'l1': 0, 'l2': 0, 'lr': 0.01, 'nl1': 1, 'nl2': 1, 'nl3': 0, 'nn1': 9, 'nn2': 7, 'nn3': 0}",0.5088834741468902,0.5312359073266986,0.5098291105223396,0.5166494973319761,0.010321371822235248,4
3,15.121000130971273,0.9535228874038557,0.8850016593933105,0.3579761445742286,relu,50,0.9,0.9,1e-06,0.03,40,0,0,0.01,1,1,0,9,7,0,"{'act': 'relu', 'batch_size': 50, 'beta_1': 0.9, 'beta_2': 0.9, 'decay': 1e-06, 'dropout': 0.03, 'epochs': 40, 'l1': 0, 'l2': 0, 'lr': 0.01, 'nl1': 1, 'nl2': 1, 'nl3': 0, 'nn1': 9, 'nn2': 7, 'nn3': 0}",0.5219734185730155,0.5352604882834511,0.5055540044678065,0.5209293037747577,0.012150073441650294,3
4,12.857001066207886,0.8872790591188808,0.5603325366973877,0.19706732734175184,relu,50,0.9,0.9,0.001,0.1,20,0,0,0.01,1,1,0,9,7,0,"{'act': 'relu', 'batch_size': 50, 'beta_1': 0.9, 'beta_2': 0.9, 'decay': 0.001, 'dropout': 0.1, 'epochs': 20, 'l1': 0, 'l2': 0, 'lr': 0.01, 'nl1': 1, 'nl2': 1, 'nl3': 0, 'nn1': 9, 'nn2': 7, 'nn3': 0}",0.001893939393939394,0.4562925326618638,0.49958227133744243,0.3192562477977485,0.22510386708539062,11
5,13.984999895095825,0.6284081584717559,0.847001870473226,0.48555683656533805,relu,50,0.9,0.9,0.001,0.1,40,0,0,0.01,1,1,0,9,7,0,"{'act': 'relu', 'batch_size': 50, 'beta_1': 0.9, 'beta_2': 0.9, 'decay': 0.001, 'dropout': 0.1, 'epochs': 40, 'l1': 0, 'l2': 0, 'lr': 0.01, 'nl1': 1, 'nl2': 1, 'nl3': 0, 'nn1': 9, 'nn2': 7, 'nn3': 0}",0.4741587707880087,0.4580391499125629,0.5025687633360933,0.47825556134555497,0.018408501433967335,9
6,12.062335014343262,0.9955884180445618,0.7546668847401937,0.2569233559025178,relu,50,0.9,0.9,0.001,0.03,20,0,0,0.01,1,1,0,9,7,0,"{'act': 'relu', 'batch_size': 50, 'beta_1': 0.9, 'beta_2': 0.9, 'decay': 0.001, 'dropout': 0.03, 'epochs': 20, 'l1': 0, 'l2': 0, 'lr': 0.01, 'nl1': 1, 'nl2': 1, 'nl3': 0, 'nn1': 9, 'nn2': 7, 'nn3': 0}",0.5342845620549423,0.5182151001470271,0.5182256004383091,0.5235750875467595,0.007572743260980686,1
7,14.008666356404623,0.8735171443667533,0.9546674887339274,0.4945808280705544,relu,50,0.9,0.9,0.001,0.03,40,0,0,0.01,1,1,0,9,7,0,"{'act': 'relu', 'batch_size': 50, 'beta_1': 0.9, 'beta_2': 0.9, 'decay': 0.001, 'dropout': 0.03, 'epochs': 40, 'l1': 0, 'l2': 0, 'lr': 0.01, 'nl1': 1, 'nl2': 1, 'nl3': 0, 'nn1': 9, 'nn2': 7, 'nn3': 0}",0.5153422393454612,0.5316798895220455,0.5214249778748598,0.5228157022474555,0.006741923021092717,2
8,11.008333841959635,0.5836846467814714,0.8843343257904053,0.35480916906426185,relu,100,0.9,0.9,1e-06,0.1,20,0,0,0.01,1,1,0,9,7,0,"{'act': 'relu', 'batch_size': 100, 'beta_1': 0.9, 'beta_2': 0.9, 'decay': 1e-06, 'dropout': 0.1, 'epochs': 20, 'l1': 0, 'l2': 0, 'lr': 0.01, 'nl1': 1, 'nl2': 1, 'nl3': 0, 'nn1': 9, 'nn2': 7, 'nn3': 0}",0.001893939393939394,0.46412995074708285,0.5128872028871685,0.32630369767606354,0.23025433164302272,10
9,11.382001638412476,1.264336108917294,0.8540004889170328,0.13798616437063954,relu,100,0.9,0.9,1e-06,0.1,40,0,0,0.01,1,1,0,9,7,0,"{'act': 'relu', 'batch_size': 100, 'beta_1': 0.9, 'beta_2': 0.9, 'decay': 1e-06, 'dropout': 0.1, 'epochs': 40, 'l1': 0, 'l2': 0, 'lr': 0.01, 'nl1': 1, 'nl2': 1, 'nl3': 0, 'nn1': 9, 'nn2': 7, 'nn3': 0}",0.001893939393939394,0.0022369281045751636,0.00235738167380629,0.002162749724106949,0.0001963356153609119,16
