,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_act,param_batch_size,param_beta_1,param_beta_2,param_decay,param_dropout,param_epochs,param_l1,param_l2,param_lr,param_nl1,param_nl2,param_nl3,param_nn1,param_nn2,param_nn3,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,9.672795534133911,0.09897276819673377,0.6006016254425048,0.01462505205255042,relu,20,0.8,0.9,0.01,0.1,5,0,0,0.01,1,0,0,9,7,0,"{'act': 'relu', 'batch_size': 20, 'beta_1': 0.8, 'beta_2': 0.9, 'decay': 0.01, 'dropout': 0.1, 'epochs': 5, 'l1': 0, 'l2': 0, 'lr': 0.01, 'nl1': 1, 'nl2': 0, 'nl3': 0, 'nn1': 9, 'nn2': 7, 'nn3': 0}",0.25678718648036114,0.24047377812858417,0.17739261492087416,0.18578401518160553,0.0,0.17211082440259678,0.09128653291549638,2
1,13.349002122879028,0.883613537838386,0.7374014377593994,0.10297370652590068,relu,20,0.8,0.9,0.01,0.1,5,0,0,0.01,1,1,0,9,7,0,"{'act': 'relu', 'batch_size': 20, 'beta_1': 0.8, 'beta_2': 0.9, 'decay': 0.01, 'dropout': 0.1, 'epochs': 5, 'l1': 0, 'l2': 0, 'lr': 0.01, 'nl1': 1, 'nl2': 1, 'nl3': 0, 'nn1': 9, 'nn2': 7, 'nn3': 0}",0.19127176871895352,0.17698520324228628,0.14315074500647343,0.16778601258292053,0.030575035063113605,0.1419688367144423,0.05783993669428607,6
2,16.49859676361084,1.9351354135404633,0.9398004531860351,0.5338433302370128,relu,20,0.8,0.9,0.01,0.1,10,0,0,0.01,1,0,0,9,7,0,"{'act': 'relu', 'batch_size': 20, 'beta_1': 0.8, 'beta_2': 0.9, 'decay': 0.01, 'dropout': 0.1, 'epochs': 10, 'l1': 0, 'l2': 0, 'lr': 0.01, 'nl1': 1, 'nl2': 0, 'nl3': 0, 'nn1': 9, 'nn2': 7, 'nn3': 0}",0.21545363143003585,0.013350785340314137,0.16334967908397452,0.0777511961722488,0.02985074626865672,0.09996070122098943,0.07780423563462815,20
3,20.514199590682985,1.2796217124634945,0.7492021083831787,0.05649182584800487,relu,20,0.8,0.9,0.01,0.1,10,0,0,0.01,1,1,0,9,7,0,"{'act': 'relu', 'batch_size': 20, 'beta_1': 0.8, 'beta_2': 0.9, 'decay': 0.01, 'dropout': 0.1, 'epochs': 10, 'l1': 0, 'l2': 0, 'lr': 0.01, 'nl1': 1, 'nl2': 1, 'nl3': 0, 'nn1': 9, 'nn2': 7, 'nn3': 0}",0.22418749475349306,0.013350785340314137,0.12924415892392713,0.0777511961722488,0.03203401842664777,0.09532210053810092,0.07588359141160675,24
4,12.38819990158081,1.0810996674330122,0.7530004501342773,0.1130931588710225,relu,20,0.8,0.999,0.01,0.1,5,0,0,0.01,1,0,0,9,7,0,"{'act': 'relu', 'batch_size': 20, 'beta_1': 0.8, 'beta_2': 0.999, 'decay': 0.01, 'dropout': 0.1, 'epochs': 5, 'l1': 0, 'l2': 0, 'lr': 0.01, 'nl1': 1, 'nl2': 0, 'nl3': 0, 'nn1': 9, 'nn2': 7, 'nn3': 0}",0.012590163934426229,0.24002940972060832,0.16139739184557622,0.0777511961722488,0.0,0.09836695216560315,0.09110310694047492,22
5,13.384000444412232,0.3828023760552161,1.0233999729156493,0.15811529647591302,relu,20,0.8,0.999,0.01,0.1,5,0,0,0.01,1,1,0,9,7,0,"{'act': 'relu', 'batch_size': 20, 'beta_1': 0.8, 'beta_2': 0.999, 'decay': 0.01, 'dropout': 0.1, 'epochs': 5, 'l1': 0, 'l2': 0, 'lr': 0.01, 'nl1': 1, 'nl2': 1, 'nl3': 0, 'nn1': 9, 'nn2': 7, 'nn3': 0}",0.19978059559691588,0.1925044475928695,0.17739261492087416,0.0777511961722488,0.0,0.12950330684938455,0.07828615320053428,9
6,17.209599256515503,0.581996784722889,1.0448002815246582,0.08286701208541739,relu,20,0.8,0.999,0.01,0.1,10,0,0,0.01,1,0,0,9,7,0,"{'act': 'relu', 'batch_size': 20, 'beta_1': 0.8, 'beta_2': 0.999, 'decay': 0.01, 'dropout': 0.1, 'epochs': 10, 'l1': 0, 'l2': 0, 'lr': 0.01, 'nl1': 1, 'nl2': 0, 'nl3': 0, 'nn1': 9, 'nn2': 7, 'nn3': 0}",0.21635742607146624,0.013350785340314137,0.17739261492087416,0.16123555745400792,0.029597069597069602,0.11959887778686012,0.08224843369458075,13
7,21.44340023994446,0.42977858109423395,1.1554005146026611,0.23386236297665774,relu,20,0.8,0.999,0.01,0.1,10,0,0,0.01,1,1,0,9,7,0,"{'act': 'relu', 'batch_size': 20, 'beta_1': 0.8, 'beta_2': 0.999, 'decay': 0.01, 'dropout': 0.1, 'epochs': 10, 'l1': 0, 'l2': 0, 'lr': 0.01, 'nl1': 1, 'nl2': 1, 'nl3': 0, 'nn1': 9, 'nn2': 7, 'nn3': 0}",0.18306598821326295,0.013350785340314137,0.17739261492087416,0.0777511961722488,0.0,0.09032434771440628,0.07800255382079703,27
8,13.973601007461548,1.2902489898786296,0.9848000049591065,0.15540877083230833,relu,20,0.9,0.9,0.01,0.1,5,0,0,0.01,1,0,0,9,7,0,"{'act': 'relu', 'batch_size': 20, 'beta_1': 0.9, 'beta_2': 0.9, 'decay': 0.01, 'dropout': 0.1, 'epochs': 5, 'l1': 0, 'l2': 0, 'lr': 0.01, 'nl1': 1, 'nl2': 0, 'nl3': 0, 'nn1': 9, 'nn2': 7, 'nn3': 0}",0.012590163934426229,0.24223228453977663,0.16226125342804618,0.12967942732648616,0.02910662824207492,0.11518560741551251,0.08544283145490993,14
9,13.462399768829346,0.5400621637968154,1.3029998779296874,0.13188905250839292,relu,20,0.9,0.9,0.01,0.1,5,0,0,0.01,1,1,0,9,7,0,"{'act': 'relu', 'batch_size': 20, 'beta_1': 0.9, 'beta_2': 0.9, 'decay': 0.01, 'dropout': 0.1, 'epochs': 5, 'l1': 0, 'l2': 0, 'lr': 0.01, 'nl1': 1, 'nl2': 1, 'nl3': 0, 'nn1': 9, 'nn2': 7, 'nn3': 0}",0.012590163934426229,0.013350785340314137,0.13602560785410764,0.15148036517712837,0.029766123316796594,0.0686478740874213,0.06182971900944237,31
