,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_act,param_batch_size,param_beta_1,param_beta_2,param_decay,param_dropout,param_epochs,param_l1,param_l2,param_lr,param_nl1,param_nl2,param_nl3,param_nn1,param_nn2,param_nn3,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0,19.36643123626709,1.1628923990423907,0.8096665541330973,0.4819904559656127,relu,10,0.9,0.9,0.001,0.1,10,0,0,0.01,1,0,0,9,7,0,"{'act': 'relu', 'batch_size': 10, 'beta_1': 0.9, 'beta_2': 0.9, 'decay': 0.001, 'dropout': 0.1, 'epochs': 10, 'l1': 0, 'l2': 0, 'lr': 0.01, 'nl1': 1, 'nl2': 0, 'nl3': 0, 'nn1': 9, 'nn2': 7, 'nn3': 0}",0.5008673189368286,0.47162041222253054,0.5049961982567237,0.49249464313869423,0.014856245563523303,2
1,18.105103413263958,0.2698118626077196,1.2969902356465657,0.058188111664234266,relu,10,0.9,0.9,0.001,0.1,10,0,0,0.0001,1,0,0,9,7,0,"{'act': 'relu', 'batch_size': 10, 'beta_1': 0.9, 'beta_2': 0.9, 'decay': 0.001, 'dropout': 0.1, 'epochs': 10, 'l1': 0, 'l2': 0, 'lr': 0.0001, 'nl1': 1, 'nl2': 0, 'nl3': 0, 'nn1': 9, 'nn2': 7, 'nn3': 0}",0.001893939393939394,0.33673743282512875,0.3761707850279664,0.2382673857490115,0.16791476393857066,7
2,63.1432150999705,1.4229523312722456,1.6786692142486572,0.49813918611143054,relu,10,0.9,0.9,0.001,0.1,50,0,0,0.01,1,0,0,9,7,0,"{'act': 'relu', 'batch_size': 10, 'beta_1': 0.9, 'beta_2': 0.9, 'decay': 0.001, 'dropout': 0.1, 'epochs': 50, 'l1': 0, 'l2': 0, 'lr': 0.01, 'nl1': 1, 'nl2': 0, 'nl3': 0, 'nn1': 9, 'nn2': 7, 'nn3': 0}",0.5100554073429384,0.5227975574861133,0.5247820280044412,0.5192116642778309,0.006524942482650924,1
3,64.90573851267497,0.110139826749694,0.8203357855478922,0.19529959380838585,relu,10,0.9,0.9,0.001,0.1,50,0,0,0.0001,1,0,0,9,7,0,"{'act': 'relu', 'batch_size': 10, 'beta_1': 0.9, 'beta_2': 0.9, 'decay': 0.001, 'dropout': 0.1, 'epochs': 50, 'l1': 0, 'l2': 0, 'lr': 0.0001, 'nl1': 1, 'nl2': 0, 'nl3': 0, 'nn1': 9, 'nn2': 7, 'nn3': 0}",0.4055394903904311,0.34416299480747486,0.00235738167380629,0.25068662229057076,0.17737404425203693,6
4,102.96780172983806,8.44564960963503,1.3093336423238118,0.2965466168827948,relu,10,0.9,0.9,0.001,0.1,100,0,0,0.01,1,0,0,9,7,0,"{'act': 'relu', 'batch_size': 10, 'beta_1': 0.9, 'beta_2': 0.9, 'decay': 0.001, 'dropout': 0.1, 'epochs': 100, 'l1': 0, 'l2': 0, 'lr': 0.01, 'nl1': 1, 'nl2': 0, 'nl3': 0, 'nn1': 9, 'nn2': 7, 'nn3': 0}",0.001893939393939394,0.0022369281045751636,0.00235738167380629,0.002162749724106949,0.0001963356153609119,15
5,93.27733182907104,0.577443830761514,0.6186674435933431,0.10234869467232759,relu,10,0.9,0.9,0.001,0.1,100,0,0,0.0001,1,0,0,9,7,0,"{'act': 'relu', 'batch_size': 10, 'beta_1': 0.9, 'beta_2': 0.9, 'decay': 0.001, 'dropout': 0.1, 'epochs': 100, 'l1': 0, 'l2': 0, 'lr': 0.0001, 'nl1': 1, 'nl2': 0, 'nl3': 0, 'nn1': 9, 'nn2': 7, 'nn3': 0}",0.001893939393939394,0.0022369281045751636,0.00235738167380629,0.002162749724106949,0.0001963356153609119,15
6,23.3663334051768,8.251641916522448,2.1846670309702554,0.23991249993905486,relu,50,0.9,0.9,0.001,0.1,10,0,0,0.01,1,0,0,9,7,0,"{'act': 'relu', 'batch_size': 50, 'beta_1': 0.9, 'beta_2': 0.9, 'decay': 0.001, 'dropout': 0.1, 'epochs': 10, 'l1': 0, 'l2': 0, 'lr': 0.01, 'nl1': 1, 'nl2': 0, 'nl3': 0, 'nn1': 9, 'nn2': 7, 'nn3': 0}",0.5019677255561894,0.0022369281045751636,0.5080695157948228,0.3374247231518625,0.2370266531039998,4
7,18.88300132751465,5.306865274757298,1.105000416437785,0.884793277809151,relu,50,0.9,0.9,0.001,0.1,10,0,0,0.0001,1,0,0,9,7,0,"{'act': 'relu', 'batch_size': 50, 'beta_1': 0.9, 'beta_2': 0.9, 'decay': 0.001, 'dropout': 0.1, 'epochs': 10, 'l1': 0, 'l2': 0, 'lr': 0.0001, 'nl1': 1, 'nl2': 0, 'nl3': 0, 'nn1': 9, 'nn2': 7, 'nn3': 0}",0.3051258855336321,0.23775688819151478,0.00235738167380629,0.18174671846631774,0.1297948280090887,9
8,13.984667301177979,1.5117309919803816,0.9943342208862305,0.085360146566305,relu,50,0.9,0.9,0.001,0.1,50,0,0,0.01,1,0,0,9,7,0,"{'act': 'relu', 'batch_size': 50, 'beta_1': 0.9, 'beta_2': 0.9, 'decay': 0.001, 'dropout': 0.1, 'epochs': 50, 'l1': 0, 'l2': 0, 'lr': 0.01, 'nl1': 1, 'nl2': 0, 'nl3': 0, 'nn1': 9, 'nn2': 7, 'nn3': 0}",0.001893939393939394,0.5332711903468246,0.5147119596865497,0.3499590298091045,0.2462357835286647,3
9,15.220332304636637,0.791732343305721,0.6360039710998535,0.1171395740668865,relu,50,0.9,0.9,0.001,0.1,50,0,0,0.0001,1,0,0,9,7,0,"{'act': 'relu', 'batch_size': 50, 'beta_1': 0.9, 'beta_2': 0.9, 'decay': 0.001, 'dropout': 0.1, 'epochs': 50, 'l1': 0, 'l2': 0, 'lr': 0.0001, 'nl1': 1, 'nl2': 0, 'nl3': 0, 'nn1': 9, 'nn2': 7, 'nn3': 0}",0.001893939393939394,0.0022369281045751636,0.34482557947186926,0.1163188156567946,0.16157874291346339,14
