,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_act,param_batch_size,param_beta_1,param_beta_2,param_decay,param_dropout,param_epochs,param_l1,param_l2,param_lr,param_nl1,param_nl2,param_nl3,param_nn1,param_nn2,param_nn3,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0,5.4610044956207275,0.39723228911881053,0.4220008850097656,0.04825333451507962,relu,200,0.9,0.9,0.0001,0.1,5,0,0,0.01,1,0,0,12,7,0,"{'act': 'relu', 'batch_size': 200, 'beta_1': 0.9, 'beta_2': 0.9, 'decay': 0.0001, 'dropout': 0.1, 'epochs': 5, 'l1': 0, 'l2': 0, 'lr': 0.01, 'nl1': 1, 'nl2': 0, 'nl3': 0, 'nn1': 12, 'nn2': 7, 'nn3': 0}",0.1859288253162757,0.2312770145892559,0.15741289600210764,0.19153881878304665,0.030412781241944645,1
1,5.576000690460205,0.16728996221484432,0.43567125002543133,0.10043135045097015,relu,200,0.9,0.9,0.0001,0.1,5,0,0,0.01,1,0,0,11,7,0,"{'act': 'relu', 'batch_size': 200, 'beta_1': 0.9, 'beta_2': 0.9, 'decay': 0.0001, 'dropout': 0.1, 'epochs': 5, 'l1': 0, 'l2': 0, 'lr': 0.01, 'nl1': 1, 'nl2': 0, 'nl3': 0, 'nn1': 11, 'nn2': 7, 'nn3': 0}",0.012436048799685163,0.20022103867779023,0.17322450431226105,0.12861146173393026,0.08290089124167624,6
2,5.107666015625,0.3606640046037032,0.5293330351511637,0.0850954733326379,relu,200,0.9,0.9,0.0001,0.1,5,0,0,0.01,1,0,0,10,7,0,"{'act': 'relu', 'batch_size': 200, 'beta_1': 0.9, 'beta_2': 0.9, 'decay': 0.0001, 'dropout': 0.1, 'epochs': 5, 'l1': 0, 'l2': 0, 'lr': 0.01, 'nl1': 1, 'nl2': 0, 'nl3': 0, 'nn1': 10, 'nn2': 7, 'nn3': 0}",0.1768581306560982,0.19713197520004025,0.0,0.12467043724845787,0.08853411665139979,7
3,5.340999205907186,0.17928980419617205,0.4479993184407552,0.11289148979228542,relu,200,0.9,0.9,0.0001,0.1,5,0,0,0.01,1,0,0,9,7,0,"{'act': 'relu', 'batch_size': 200, 'beta_1': 0.9, 'beta_2': 0.9, 'decay': 0.0001, 'dropout': 0.1, 'epochs': 5, 'l1': 0, 'l2': 0, 'lr': 0.01, 'nl1': 1, 'nl2': 0, 'nl3': 0, 'nn1': 9, 'nn2': 7, 'nn3': 0}",0.1693758337125399,0.2149196053731372,0.13380999112108044,0.17270135963875172,0.033194049226089886,4
4,5.446001211802165,0.139863772377106,0.4120026429494222,0.10638054297111232,relu,200,0.9,0.9,0.0001,0.2,5,0,0,0.01,1,0,0,12,7,0,"{'act': 'relu', 'batch_size': 200, 'beta_1': 0.9, 'beta_2': 0.9, 'decay': 0.0001, 'dropout': 0.2, 'epochs': 5, 'l1': 0, 'l2': 0, 'lr': 0.01, 'nl1': 1, 'nl2': 0, 'nl3': 0, 'nn1': 12, 'nn2': 7, 'nn3': 0}",0.012436048799685163,0.14451077082792627,0.0,0.05231020573569222,0.06538643850455218,9
5,5.133998870849609,0.30926913637363157,0.4853324890136719,0.07577261739489673,relu,200,0.9,0.9,0.0001,0.2,5,0,0,0.01,1,0,0,11,7,0,"{'act': 'relu', 'batch_size': 200, 'beta_1': 0.9, 'beta_2': 0.9, 'decay': 0.0001, 'dropout': 0.2, 'epochs': 5, 'l1': 0, 'l2': 0, 'lr': 0.01, 'nl1': 1, 'nl2': 0, 'nl3': 0, 'nn1': 11, 'nn2': 7, 'nn3': 0}",0.012436048799685163,0.14451077082792627,0.0,0.05231020573569222,0.06538643850455218,9
6,5.692998806635539,0.002449020204321265,0.34466981887817383,0.019684939309750325,relu,200,0.9,0.9,0.0001,0.2,5,0,0,0.01,1,0,0,10,7,0,"{'act': 'relu', 'batch_size': 200, 'beta_1': 0.9, 'beta_2': 0.9, 'decay': 0.0001, 'dropout': 0.2, 'epochs': 5, 'l1': 0, 'l2': 0, 'lr': 0.01, 'nl1': 1, 'nl2': 0, 'nl3': 0, 'nn1': 10, 'nn2': 7, 'nn3': 0}",0.012436048799685163,0.14451077082792627,0.0,0.05231020573569222,0.06538643850455218,9
7,5.27733572324117,0.16921150964589998,0.6316691239674886,0.01584011734337108,relu,200,0.9,0.9,0.0001,0.2,5,0,0,0.01,1,0,0,9,7,0,"{'act': 'relu', 'batch_size': 200, 'beta_1': 0.9, 'beta_2': 0.9, 'decay': 0.0001, 'dropout': 0.2, 'epochs': 5, 'l1': 0, 'l2': 0, 'lr': 0.01, 'nl1': 1, 'nl2': 0, 'nl3': 0, 'nn1': 9, 'nn2': 7, 'nn3': 0}",0.012436048799685163,0.14451077082792627,0.0,0.05231020573569222,0.06538643850455218,9
8,5.763666947682698,0.03725041007300848,0.3970014254252116,0.023336488404055472,relu,200,0.9,0.9,1e-06,0.1,5,0,0,0.01,1,0,0,12,7,0,"{'act': 'relu', 'batch_size': 200, 'beta_1': 0.9, 'beta_2': 0.9, 'decay': 1e-06, 'dropout': 0.1, 'epochs': 5, 'l1': 0, 'l2': 0, 'lr': 0.01, 'nl1': 1, 'nl2': 0, 'nl3': 0, 'nn1': 12, 'nn2': 7, 'nn3': 0}",0.18952077508867193,0.21670201552731466,0.11866882671133201,0.1749658438539572,0.04132190882135116,3
9,5.457666317621867,0.2029085916956388,0.624666690826416,0.15748233252353827,relu,200,0.9,0.9,1e-06,0.1,5,0,0,0.01,1,0,0,11,7,0,"{'act': 'relu', 'batch_size': 200, 'beta_1': 0.9, 'beta_2': 0.9, 'decay': 1e-06, 'dropout': 0.1, 'epochs': 5, 'l1': 0, 'l2': 0, 'lr': 0.01, 'nl1': 1, 'nl2': 0, 'nl3': 0, 'nn1': 11, 'nn2': 7, 'nn3': 0}",0.1444483655964907,0.19619307817627324,0.14664411703393876,0.16242608525337107,0.023891268480356512,5
