,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_act,param_decay,param_dropout,param_epochs,param_l1,param_l2,param_lr,param_nl1,param_nl2,param_nl3,param_nn1,param_nn2,param_nn3,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
31,2.8271120389302573,0.2469110805679763,0.19746907552083334,0.06149553272962113,relu,1e-06,0,3,0.001,0.001,1e-05,0,1,0,12,8,10,"{'act': 'relu', 'decay': 1e-06, 'dropout': 0, 'epochs': 3, 'l1': 0.001, 'l2': 0.001, 'lr': 1e-05, 'nl1': 0, 'nl2': 1, 'nl3': 0, 'nn1': 12, 'nn2': 8, 'nn3': 10}",-0.7851919561243145,-1.7458866544789762,-1.1994510521500457,-1.2435233160621761,0.3934965834293566,75
32,3.8117557366689048,0.3969644126193562,0.2277379830678304,0.02564750079343708,relu,1e-06,0.1,3,0,0,0.01,0,0,0,12,11,10,"{'act': 'relu', 'decay': 1e-06, 'dropout': 0.1, 'epochs': 3, 'l1': 0, 'l2': 0, 'lr': 0.01, 'nl1': 0, 'nl2': 0, 'nl3': 0, 'nn1': 12, 'nn2': 11, 'nn3': 10}",-0.5484460694698354,-0.5703839122486288,-0.5617566331198536,-0.560195062480951,0.009025191143385613,22
33,3.529754559199015,0.360494259460104,0.19504173596700033,0.026769883996854312,relu,1e-06,0.1,3,0,0,0.01,0,0,0,12,8,10,"{'act': 'relu', 'decay': 1e-06, 'dropout': 0.1, 'epochs': 3, 'l1': 0, 'l2': 0, 'lr': 0.01, 'nl1': 0, 'nl2': 0, 'nl3': 0, 'nn1': 12, 'nn2': 8, 'nn3': 10}",-0.5237659963436929,-0.5630712979890311,-0.5663311985361391,-0.5510515086863761,0.01934400915950655,8
34,4.139942407608032,0.09717964369828647,0.28272326787312824,0.026244676907437123,relu,1e-06,0.1,3,0,0,0.01,0,1,0,12,11,10,"{'act': 'relu', 'decay': 1e-06, 'dropout': 0.1, 'epochs': 3, 'l1': 0, 'l2': 0, 'lr': 0.01, 'nl1': 0, 'nl2': 1, 'nl3': 0, 'nn1': 12, 'nn2': 11, 'nn3': 10}",-0.5722120658135283,-0.5411334552102377,-0.6065873741994511,-0.5733008229198415,0.026730505466721535,47
35,4.338726043701172,0.4525042921551661,0.3319644133249919,0.048231034919442105,relu,1e-06,0.1,3,0,0,0.01,0,1,0,12,8,10,"{'act': 'relu', 'decay': 1e-06, 'dropout': 0.1, 'epochs': 3, 'l1': 0, 'l2': 0, 'lr': 0.01, 'nl1': 0, 'nl2': 1, 'nl3': 0, 'nn1': 12, 'nn2': 8, 'nn3': 10}",-0.576782449725777,-0.556672760511883,-0.6239707227813358,-0.5857970131057605,0.028202314090430648,60
36,3.839427391688029,0.2802143053950838,0.27050264676411945,0.09714994561097491,relu,1e-06,0.1,3,0,0,1e-05,0,0,0,12,11,10,"{'act': 'relu', 'decay': 1e-06, 'dropout': 0.1, 'epochs': 3, 'l1': 0, 'l2': 0, 'lr': 1e-05, 'nl1': 0, 'nl2': 0, 'nl3': 0, 'nn1': 12, 'nn2': 11, 'nn3': 10}",-2.627056672760512,-1.1343692870201096,-1.7758462946020128,-1.8457787259981713,0.6114808462433949,110
37,3.3255671660105386,0.08315940194219873,0.24376614888509116,0.02193311371919036,relu,1e-06,0.1,3,0,0,1e-05,0,0,0,12,8,10,"{'act': 'relu', 'decay': 1e-06, 'dropout': 0.1, 'epochs': 3, 'l1': 0, 'l2': 0, 'lr': 1e-05, 'nl1': 0, 'nl2': 0, 'nl3': 0, 'nn1': 12, 'nn2': 8, 'nn3': 10}",-2.2979890310786106,-1.229433272394881,-1.1637694419030191,-1.5638524839987809,0.519923039051273,92
38,4.362967252731323,0.5196836293956297,0.3013448715209961,0.08473690240049185,relu,1e-06,0.1,3,0,0,1e-05,0,1,0,12,11,10,"{'act': 'relu', 'decay': 1e-06, 'dropout': 0.1, 'epochs': 3, 'l1': 0, 'l2': 0, 'lr': 1e-05, 'nl1': 0, 'nl2': 1, 'nl3': 0, 'nn1': 12, 'nn2': 11, 'nn3': 10}",-1.517367458866545,-0.9890310786106032,-1.9569990850869168,-1.4876562023773239,0.3956995002207571,89
39,4.61070974667867,0.07598150694627595,0.39409947395324707,0.09601380755225856,relu,1e-06,0.1,3,0,0,1e-05,0,1,0,12,8,10,"{'act': 'relu', 'decay': 1e-06, 'dropout': 0.1, 'epochs': 3, 'l1': 0, 'l2': 0, 'lr': 1e-05, 'nl1': 0, 'nl2': 1, 'nl3': 0, 'nn1': 12, 'nn2': 8, 'nn3': 10}",-1.5274223034734917,-2.7623400365630713,-2.120768526989936,-2.1368485217921367,0.5043579418617206,121
40,3.7375062306722007,0.1850793747872432,0.20978911717732748,0.022126323747374936,relu,1e-06,0.1,3,0,0.001,0.01,0,0,0,12,11,10,"{'act': 'relu', 'decay': 1e-06, 'dropout': 0.1, 'epochs': 3, 'l1': 0, 'l2': 0.001, 'lr': 0.01, 'nl1': 0, 'nl2': 0, 'nl3': 0, 'nn1': 12, 'nn2': 11, 'nn3': 10}",-0.5502742230347349,-0.5712979890310786,-0.5864592863677951,-0.5693386162755257,0.014836226436539736,40
