,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_act,param_batch_size,param_decay,param_dropout,param_epochs,param_lr,param_nl1,param_nl2,param_nl3,param_nn1,param_nn2,param_nn3,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
22,7.38100020090739,0.3053008875981959,0.8060003121693929,0.1526627849872049,relu,50,1e-06,0,10,0.001,1,1,0,9,7,0,"{'act': 'relu', 'batch_size': 50, 'decay': 1e-06, 'dropout': 0, 'epochs': 10, 'lr': 0.001, 'nl1': 1, 'nl2': 1, 'nl3': 0, 'nn1': 9, 'nn2': 7, 'nn3': 0}",-1.5093251949813495,-1.8843283582089552,-1.5016960651289009,-1.631769361221029,0.1785981978754876,78
23,7.557000239690145,0.4110470309295151,0.7416670322418213,0.03209822001377184,relu,50,1e-06,0,10,0.001,1,1,0,9,8,0,"{'act': 'relu', 'batch_size': 50, 'decay': 1e-06, 'dropout': 0, 'epochs': 10, 'lr': 0.001, 'nl1': 1, 'nl2': 1, 'nl3': 0, 'nn1': 9, 'nn2': 8, 'nn3': 0}",-1.3397761953204477,-1.7204884667571234,-1.289348710990502,-1.4498586772187676,0.19245227284525862,46
24,13.364999055862427,0.05990538842617423,0.9939999580383301,0.1853236912566785,relu,50,1e-06,0,30,0.01,0,1,0,7,7,0,"{'act': 'relu', 'batch_size': 50, 'decay': 1e-06, 'dropout': 0, 'epochs': 30, 'lr': 0.01, 'nl1': 0, 'nl2': 1, 'nl3': 0, 'nn1': 7, 'nn2': 7, 'nn3': 0}",-1.282129535435741,-1.8924694708276797,-1.0722523744911805,-1.4156020350480498,0.3478847697439518,37
25,14.574000597000122,0.9149936481792911,0.96500031153361,0.17190923222494922,relu,50,1e-06,0,30,0.01,0,1,0,7,8,0,"{'act': 'relu', 'batch_size': 50, 'decay': 1e-06, 'dropout': 0, 'epochs': 30, 'lr': 0.01, 'nl1': 0, 'nl2': 1, 'nl3': 0, 'nn1': 7, 'nn2': 8, 'nn3': 0}",-1.1074940657850119,-1.614314789687924,-1.4311397557666214,-1.3842849067269645,0.2095498242432416,26
26,14.801999568939209,1.0458789608630443,1.0326669216156006,0.09880082406482997,relu,50,1e-06,0,30,0.01,0,1,0,8,7,0,"{'act': 'relu', 'batch_size': 50, 'decay': 1e-06, 'dropout': 0, 'epochs': 30, 'lr': 0.01, 'nl1': 0, 'nl2': 1, 'nl3': 0, 'nn1': 8, 'nn2': 7, 'nn3': 0}",-1.245506951508986,-1.7228629579375847,-1.1424694708276797,-1.3702656868287169,0.2528268778155655,19
27,17.099828561147053,0.5739531295033283,1.3369141419728596,0.41752576334765623,relu,50,1e-06,0,30,0.01,0,1,0,8,8,0,"{'act': 'relu', 'batch_size': 50, 'decay': 1e-06, 'dropout': 0, 'epochs': 30, 'lr': 0.01, 'nl1': 0, 'nl2': 1, 'nl3': 0, 'nn1': 8, 'nn2': 8, 'nn3': 0}",-1.297728043404544,-1.7109905020352782,-1.0298507462686568,-1.346184284906727,0.2801622520413751,13
28,18.558161815007526,1.833612352628846,1.4319997628529866,0.5120481582078369,relu,50,1e-06,0,30,0.01,0,1,0,9,7,0,"{'act': 'relu', 'batch_size': 50, 'decay': 1e-06, 'dropout': 0, 'epochs': 30, 'lr': 0.01, 'nl1': 0, 'nl2': 1, 'nl3': 0, 'nn1': 9, 'nn2': 7, 'nn3': 0}",-1.243811461512377,-1.8076662143826323,-1.0603799185888738,-1.3706048615036743,0.3179674330789836,20
29,16.574333429336548,0.6672211160159551,1.0300015608469646,0.0989942368045941,relu,50,1e-06,0,30,0.01,0,1,0,9,8,0,"{'act': 'relu', 'batch_size': 50, 'decay': 1e-06, 'dropout': 0, 'epochs': 30, 'lr': 0.01, 'nl1': 0, 'nl2': 1, 'nl3': 0, 'nn1': 9, 'nn2': 8, 'nn3': 0}",-1.1793828416412344,-1.7483039348710991,-1.1085481682496607,-1.345392877331826,0.2863410579818283,12
30,17.728666305541992,0.28384393773103556,1.399666468302409,0.2668444908720918,relu,50,1e-06,0,30,0.01,1,1,0,7,7,0,"{'act': 'relu', 'batch_size': 50, 'decay': 1e-06, 'dropout': 0, 'epochs': 30, 'lr': 0.01, 'nl1': 1, 'nl2': 1, 'nl3': 0, 'nn1': 7, 'nn2': 7, 'nn3': 0}",-1.2170227195659546,-1.7567842605156039,-1.4056987788331072,-1.459807801017524,0.22365928381767394,48
31,18.5493323802948,1.6895428701485895,1.106667121251424,0.14153864012763512,relu,50,1e-06,0,30,0.01,1,1,0,7,8,0,"{'act': 'relu', 'batch_size': 50, 'decay': 1e-06, 'dropout': 0, 'epochs': 30, 'lr': 0.01, 'nl1': 1, 'nl2': 1, 'nl3': 0, 'nn1': 7, 'nn2': 8, 'nn3': 0}",-1.2604272634791456,-1.8113975576662145,-1.2347354138398914,-1.4355002826455625,0.2659838682944605,43
32,16.783332188924152,0.3380927442066399,1.0496665636698406,0.09776641094419256,relu,50,1e-06,0,30,0.01,1,1,0,8,7,0,"{'act': 'relu', 'batch_size': 50, 'decay': 1e-06, 'dropout': 0, 'epochs': 30, 'lr': 0.01, 'nl1': 1, 'nl2': 1, 'nl3': 0, 'nn1': 8, 'nn2': 7, 'nn3': 0}",-1.159376059681248,-1.5505427408412482,-1.3853459972862958,-1.365065008479367,0.1603401404909967,16
33,17.45399872461955,0.9719934350514626,1.3136683305104573,0.1900456304044091,relu,50,1e-06,0,30,0.01,1,1,0,8,8,0,"{'act': 'relu', 'batch_size': 50, 'decay': 1e-06, 'dropout': 0, 'epochs': 30, 'lr': 0.01, 'nl1': 1, 'nl2': 1, 'nl3': 0, 'nn1': 8, 'nn2': 8, 'nn3': 0}",-1.2414377755171244,-1.4060379918588874,-1.1777476255088195,-1.2750706613906162,0.09618148065905131,5
34,17.907000144322712,0.5560010443040386,1.3800005912780762,0.2617103993910389,relu,50,1e-06,0,30,0.01,1,1,0,9,7,0,"{'act': 'relu', 'batch_size': 50, 'decay': 1e-06, 'dropout': 0, 'epochs': 30, 'lr': 0.01, 'nl1': 1, 'nl2': 1, 'nl3': 0, 'nn1': 9, 'nn2': 7, 'nn3': 0}",-1.1627670396744658,-1.3307327001356852,-1.2615332428765265,-1.2516676088185414,0.06892749789821345,4
35,17.09033195177714,0.2472799584874659,1.2096677621205647,0.02463509189240542,relu,50,1e-06,0,30,0.01,1,1,0,9,8,0,"{'act': 'relu', 'batch_size': 50, 'decay': 1e-06, 'dropout': 0, 'epochs': 30, 'lr': 0.01, 'nl1': 1, 'nl2': 1, 'nl3': 0, 'nn1': 9, 'nn2': 8, 'nn3': 0}",-1.084774499830451,-1.7496607869742198,-1.3867028493894165,-1.4070096099491238,0.27182581308209486,34
36,16.67200016975403,0.7489041019823535,1.4016671180725098,0.10589902317647025,relu,50,1e-06,0,30,0.001,0,1,0,7,7,0,"{'act': 'relu', 'batch_size': 50, 'decay': 1e-06, 'dropout': 0, 'epochs': 30, 'lr': 0.001, 'nl1': 0, 'nl2': 1, 'nl3': 0, 'nn1': 7, 'nn2': 7, 'nn3': 0}",-1.441166497117667,-1.832428765264586,-1.3924694708276797,-1.5553420011305823,0.19691948434071035,73
37,16.84233331680298,0.6963680736483504,1.3146680196126301,0.10190516945638556,relu,50,1e-06,0,30,0.001,0,1,0,7,8,0,"{'act': 'relu', 'batch_size': 50, 'decay': 1e-06, 'dropout': 0, 'epochs': 30, 'lr': 0.001, 'nl1': 0, 'nl2': 1, 'nl3': 0, 'nn1': 7, 'nn2': 8, 'nn3': 0}",-1.3608002712783995,-1.560719131614654,-1.3395522388059702,-1.4203504804974563,0.09962559517890555,40
38,16.82833234469096,0.06798180923109833,1.3480042616526287,0.10190461409718325,relu,50,1e-06,0,30,0.001,0,1,0,8,7,0,"{'act': 'relu', 'batch_size': 50, 'decay': 1e-06, 'dropout': 0, 'epochs': 30, 'lr': 0.001, 'nl1': 0, 'nl2': 1, 'nl3': 0, 'nn1': 8, 'nn2': 7, 'nn3': 0}",-1.3763987792472023,-1.75,-1.175033921302578,-1.4338044092707745,0.2382009616537978,42
39,17.517999092737835,0.43894680678492315,1.5589992205301921,0.051270171950224215,relu,50,1e-06,0,30,0.001,0,1,0,8,8,0,"{'act': 'relu', 'batch_size': 50, 'decay': 1e-06, 'dropout': 0, 'epochs': 30, 'lr': 0.001, 'nl1': 0, 'nl2': 1, 'nl3': 0, 'nn1': 8, 'nn2': 8, 'nn3': 0}",-1.353001017293998,-1.6733378561736771,-1.2469470827679783,-1.4244205765969473,0.18124384482028646,41
40,17.585668245951336,0.8590252555390112,1.6493347485860188,0.4828509192533366,relu,50,1e-06,0,30,0.001,0,1,0,9,7,0,"{'act': 'relu', 'batch_size': 50, 'decay': 1e-06, 'dropout': 0, 'epochs': 30, 'lr': 0.001, 'nl1': 0, 'nl2': 1, 'nl3': 0, 'nn1': 9, 'nn2': 7, 'nn3': 0}",-1.3109528653780942,-1.6305970149253732,-1.317842605156038,-1.4197851893725268,0.14908036962326476,39
41,18.13066832224528,0.48129776634432153,1.5829983552296956,0.08990284297981907,relu,50,1e-06,0,30,0.001,0,1,0,9,8,0,"{'act': 'relu', 'batch_size': 50, 'decay': 1e-06, 'dropout': 0, 'epochs': 30, 'lr': 0.001, 'nl1': 0, 'nl2': 1, 'nl3': 0, 'nn1': 9, 'nn2': 8, 'nn3': 0}",-1.3696168192607663,-1.7133649932157395,-1.2693351424694708,-1.4507631430186545,0.19013201377075423,47
42,19.69100038210551,0.08769643356144499,2.025666077931722,0.4117880054918989,relu,50,1e-06,0,30,0.001,1,1,0,7,7,0,"{'act': 'relu', 'batch_size': 50, 'decay': 1e-06, 'dropout': 0, 'epochs': 30, 'lr': 0.001, 'nl1': 1, 'nl2': 1, 'nl3': 0, 'nn1': 7, 'nn2': 7, 'nn3': 0}",-1.425567989148864,-1.6611261872455902,-1.301899592944369,-1.4628603730921426,0.1489981753522784,50
43,19.584665218989056,0.5510249869628245,1.448667287826538,0.042444851364925595,relu,50,1e-06,0,30,0.001,1,1,0,7,8,0,"{'act': 'relu', 'batch_size': 50, 'decay': 1e-06, 'dropout': 0, 'epochs': 30, 'lr': 0.001, 'nl1': 1, 'nl2': 1, 'nl3': 0, 'nn1': 7, 'nn2': 8, 'nn3': 0}",-1.335707019328586,-1.8843283582089552,-1.2493215739484396,-1.489768230638779,0.28119292048606426,58
44,18.99899951616923,0.44675650958427177,2.1476667722066245,0.24660645078998572,relu,50,1e-06,0,30,0.001,1,1,0,8,7,0,"{'act': 'relu', 'batch_size': 50, 'decay': 1e-06, 'dropout': 0, 'epochs': 30, 'lr': 0.001, 'nl1': 1, 'nl2': 1, 'nl3': 0, 'nn1': 8, 'nn2': 7, 'nn3': 0}",-1.3875890132248219,-1.7598371777476256,-1.2527137042062415,-1.4667043527416619,0.21444860388169615,52
45,21.670999606450398,0.662907715069273,1.9013344446818035,0.0803001973739884,relu,50,1e-06,0,30,0.001,1,1,0,8,8,0,"{'act': 'relu', 'batch_size': 50, 'decay': 1e-06, 'dropout': 0, 'epochs': 30, 'lr': 0.001, 'nl1': 1, 'nl2': 1, 'nl3': 0, 'nn1': 8, 'nn2': 8, 'nn3': 0}",-1.3662258392675484,-1.9090909090909092,-1.317842605156038,-1.5310344827586206,0.2680324428543087,69
46,21.284667094548542,0.3297781952919956,1.8633331457773845,0.2002632535257216,relu,50,1e-06,0,30,0.001,1,1,0,9,7,0,"{'act': 'relu', 'batch_size': 50, 'decay': 1e-06, 'dropout': 0, 'epochs': 30, 'lr': 0.001, 'nl1': 1, 'nl2': 1, 'nl3': 0, 'nn1': 9, 'nn2': 7, 'nn3': 0}",-1.3353679213292642,-1.8683853459972863,-1.358887381275441,-1.5208592425098926,0.24590476886923673,68
47,20.9060001373291,0.7205427204335739,1.991000493367513,0.2920281401029635,relu,50,1e-06,0,30,0.001,1,1,0,9,8,0,"{'act': 'relu', 'batch_size': 50, 'decay': 1e-06, 'dropout': 0, 'epochs': 30, 'lr': 0.001, 'nl1': 1, 'nl2': 1, 'nl3': 0, 'nn1': 9, 'nn2': 8, 'nn3': 0}",-1.2621227534757544,-1.7137042062415198,-1.1679104477611941,-1.3812323346523459,0.23819909813420753,24
48,13.468332608540853,0.4877601353191925,1.7961729367574055,0.19387708229851103,relu,50,1e-06,0.25,10,0.01,0,1,0,7,7,0,"{'act': 'relu', 'batch_size': 50, 'decay': 1e-06, 'dropout': 0.25, 'epochs': 10, 'lr': 0.01, 'nl1': 0, 'nl2': 1, 'nl3': 0, 'nn1': 7, 'nn2': 7, 'nn3': 0}",-2.8816547982366902,-0.7079375848032564,-3.83887381275441,-2.476201243640475,1.3098981148538447,97
49,12.309849421183268,0.1600669693392494,1.885000228881836,0.20116335644616096,relu,50,1e-06,0.25,10,0.01,0,1,0,7,8,0,"{'act': 'relu', 'batch_size': 50, 'decay': 1e-06, 'dropout': 0.25, 'epochs': 10, 'lr': 0.01, 'nl1': 0, 'nl2': 1, 'nl3': 0, 'nn1': 7, 'nn2': 8, 'nn3': 0}",-2.8816547982366902,-0.7079375848032564,-3.83887381275441,-2.476201243640475,1.3098981148538447,97
50,12.38683827718099,0.6869706260949142,1.7550015449523926,0.1388003135634109,relu,50,1e-06,0.25,10,0.01,0,1,0,8,7,0,"{'act': 'relu', 'batch_size': 50, 'decay': 1e-06, 'dropout': 0.25, 'epochs': 10, 'lr': 0.01, 'nl1': 0, 'nl2': 1, 'nl3': 0, 'nn1': 8, 'nn2': 7, 'nn3': 0}",-2.8816547982366902,-0.7079375848032564,-3.83887381275441,-2.476201243640475,1.3098981148538447,97
51,11.487999121348063,0.31729249625481715,1.5559988021850586,0.03894412279758115,relu,50,1e-06,0.25,10,0.01,0,1,0,8,8,0,"{'act': 'relu', 'batch_size': 50, 'decay': 1e-06, 'dropout': 0.25, 'epochs': 10, 'lr': 0.01, 'nl1': 0, 'nl2': 1, 'nl3': 0, 'nn1': 8, 'nn2': 8, 'nn3': 0}",-2.8816547982366902,-0.7079375848032564,-3.83887381275441,-2.476201243640475,1.3098981148538447,97
52,11.235666751861572,0.09519288937409803,1.8123327891031902,0.20196573657040195,relu,50,1e-06,0.25,10,0.01,0,1,0,9,7,0,"{'act': 'relu', 'batch_size': 50, 'decay': 1e-06, 'dropout': 0.25, 'epochs': 10, 'lr': 0.01, 'nl1': 0, 'nl2': 1, 'nl3': 0, 'nn1': 9, 'nn2': 7, 'nn3': 0}",-2.8816547982366902,-0.7079375848032564,-3.83887381275441,-2.476201243640475,1.3098981148538447,97
53,12.008666515350342,0.4160160260335107,2.067667563756307,0.4051168061245114,relu,50,1e-06,0.25,10,0.01,0,1,0,9,8,0,"{'act': 'relu', 'batch_size': 50, 'decay': 1e-06, 'dropout': 0.25, 'epochs': 10, 'lr': 0.01, 'nl1': 0, 'nl2': 1, 'nl3': 0, 'nn1': 9, 'nn2': 8, 'nn3': 0}",-2.8816547982366902,-0.7079375848032564,-3.83887381275441,-2.476201243640475,1.3098981148538447,97
54,14.474999984105429,0.5895386528293616,2.099001487096151,0.07757996268981408,relu,50,1e-06,0.25,10,0.01,1,1,0,7,7,0,"{'act': 'relu', 'batch_size': 50, 'decay': 1e-06, 'dropout': 0.25, 'epochs': 10, 'lr': 0.01, 'nl1': 1, 'nl2': 1, 'nl3': 0, 'nn1': 7, 'nn2': 7, 'nn3': 0}",-2.8816547982366902,-0.7079375848032564,-3.83887381275441,-2.476201243640475,1.3098981148538447,97
55,14.252667744954428,0.66336364703158,2.1289988358815513,0.047880947592838105,relu,50,1e-06,0.25,10,0.01,1,1,0,7,8,0,"{'act': 'relu', 'batch_size': 50, 'decay': 1e-06, 'dropout': 0.25, 'epochs': 10, 'lr': 0.01, 'nl1': 1, 'nl2': 1, 'nl3': 0, 'nn1': 7, 'nn2': 8, 'nn3': 0}",-2.8816547982366902,-0.7079375848032564,-3.83887381275441,-2.476201243640475,1.3098981148538447,97
56,14.026002963383993,0.2895080524811097,2.0446630318959556,0.244902031956073,relu,50,1e-06,0.25,10,0.01,1,1,0,8,7,0,"{'act': 'relu', 'batch_size': 50, 'decay': 1e-06, 'dropout': 0.25, 'epochs': 10, 'lr': 0.01, 'nl1': 1, 'nl2': 1, 'nl3': 0, 'nn1': 8, 'nn2': 7, 'nn3': 0}",-2.8816547982366902,-0.7079375848032564,-3.83887381275441,-2.476201243640475,1.3098981148538447,97
57,14.38733164469401,0.2613474044103344,2.236335039138794,0.1348702943019598,relu,50,1e-06,0.25,10,0.01,1,1,0,8,8,0,"{'act': 'relu', 'batch_size': 50, 'decay': 1e-06, 'dropout': 0.25, 'epochs': 10, 'lr': 0.01, 'nl1': 1, 'nl2': 1, 'nl3': 0, 'nn1': 8, 'nn2': 8, 'nn3': 0}",-2.8816547982366902,-0.7079375848032564,-3.83887381275441,-2.476201243640475,1.3098981148538447,97
58,14.317333062489828,0.501008436243611,2.1683359146118164,0.21005367592991578,relu,50,1e-06,0.25,10,0.01,1,1,0,9,7,0,"{'act': 'relu', 'batch_size': 50, 'decay': 1e-06, 'dropout': 0.25, 'epochs': 10, 'lr': 0.01, 'nl1': 1, 'nl2': 1, 'nl3': 0, 'nn1': 9, 'nn2': 7, 'nn3': 0}",-2.8816547982366902,-0.7079375848032564,-3.83887381275441,-2.476201243640475,1.3098981148538447,97
