,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_act,param_batch_size,param_decay,param_dropout,param_epochs,param_l1,param_l2,param_lr,param_nl1,param_nl2,param_nl3,param_nn1,param_nn2,param_nn3,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,24.27987699508667,0.6331880549064517,0.9570009708404541,0.22618339787616853,relu,3,1e-06,0.1,2,0,0,0.01,0,0,0,12,11,10,"{'act': 'relu', 'batch_size': 3, 'decay': 1e-06, 'dropout': 0.1, 'epochs': 2, 'l1': 0, 'l2': 0, 'lr': 0.01, 'nl1': 0, 'nl2': 0, 'nl3': 0, 'nn1': 12, 'nn2': 11, 'nn3': 10}",-1.1746749576031656,-0.9592990390050876,-1.2334652345958168,-0.8812888637648388,-1.3827020915771622,-1.1262860373092143,0.18302258520298156,2
1,23.94704623222351,0.8803475083630807,1.247600507736206,0.5475220772977741,relu,3,1e-06,0.1,2,0,0,0.001,0,0,0,12,11,10,"{'act': 'relu', 'batch_size': 3, 'decay': 1e-06, 'dropout': 0.1, 'epochs': 2, 'l1': 0, 'l2': 0, 'lr': 0.001, 'nl1': 0, 'nl2': 0, 'nl3': 0, 'nn1': 12, 'nn2': 11, 'nn3': 10}",-1.355568117580554,-1.2747314867156585,-1.8541548897682307,-1.003391746749576,-1.4584511023176936,-1.3892594686263426,0.27715010349403146,4
2,32.05679850578308,0.6263189857274182,1.0220022201538086,0.280923969757384,relu,3,1e-06,0.1,3,0,0,0.01,0,0,0,12,11,10,"{'act': 'relu', 'batch_size': 3, 'decay': 1e-06, 'dropout': 0.1, 'epochs': 3, 'l1': 0, 'l2': 0, 'lr': 0.01, 'nl1': 0, 'nl2': 0, 'nl3': 0, 'nn1': 12, 'nn2': 11, 'nn3': 10}",-1.1775014132278123,-1.0209157716223856,-1.4867156585641605,-0.9039005087620124,-1.3374788015828152,-1.1853024307518372,0.2098944749216858,3
3,23.8397997379303,5.406768041986919,0.4941995143890381,0.10691543790128055,relu,3,1e-06,0.1,3,0,0,0.001,0,0,0,12,11,10,"{'act': 'relu', 'batch_size': 3, 'decay': 1e-06, 'dropout': 0.1, 'epochs': 3, 'l1': 0, 'l2': 0, 'lr': 0.001, 'nl1': 0, 'nl2': 0, 'nl3': 0, 'nn1': 12, 'nn2': 11, 'nn3': 10}",-1.200113058224986,-1.0904465799886942,-0.322215941209723,-0.8377614471452798,-1.3781797625777275,-0.9657433578292821,0.3663579515844324,1
