,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_kernel,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
0,0.22949886322021484,0.1204984188079834,0.0004998445510864258,0.0004998445510864258,1,linear,"{'C': 1, 'kernel': 'linear'}",0.9476439790575916,0.9473684210526315,0.94750656167979,0.0001377785279061346,1
1,0.0009999275207519531,7.152557373046875e-07,0.0010001659393310547,2.384185791015625e-07,1,rbf,"{'C': 1, 'kernel': 'rbf'}",0.9319371727748691,0.8894736842105263,0.910761154855643,0.021231671150335543,4
2,1.56299889087677,0.323999285697937,0.0010004043579101562,2.384185791015625e-07,10,linear,"{'C': 10, 'kernel': 'linear'}",0.9476439790575916,0.9315789473684211,0.9396325459317585,0.008032488176927692,2
3,0.0014619827270507812,0.0005383491516113281,0.00099945068359375,7.152557373046875e-07,10,rbf,"{'C': 10, 'kernel': 'rbf'}",0.9319371727748691,0.9052631578947369,0.9186351706036745,0.01333696150131393,3
